Offset(V)     Pid     Handle     Access Type             Details
0x81368ae8   1516       0x10   0x100003 Semaphore        
0xe15969c8   1516       0x14    0xf000f Directory        Windows
0xe1f60dc8   1516       0x18  0x21f0001 Port             
0x81368300   1516       0x1c   0x100003 Semaphore        
0xe164d468   1516       0x20    0x2000f Directory        BaseNamedObjects
0x8149cf60   1516       0x24   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0xe1f57d08   1516       0x28  0x20f003f Key              MACHINE
0x8177eed0   1516       0x2c    0xf037f WindowStation    WinSta0
0x81536d80   1516       0x30  0x21f0003 Event            
0x81921408   1516       0x34    0xf01ff Desktop          Default
0x8177eed0   1516       0x38    0xf037f WindowStation    WinSta0
0x81536f90   1516       0x3c   0x1f0003 Event            
0x81536c58   1516       0x40   0x100003 Semaphore        
0x81536c20   1516       0x44   0x100003 Semaphore        
0xe1f5bd98   1516       0x48    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x81791498   1516       0x4c   0x1f0003 Event            DINPUTWINMM
0x81369cf8   1516       0x50   0x100001 File             \Device\KsecDD
0x81536bb0   1516       0x54   0x1f0003 Event            
0x81536b80   1516       0x58   0x1f0003 Event            
0x813205a8   1516       0x5c   0x1f0003 Event            
0x81724c80   1516       0x60   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x81624c60   1516       0x64   0x1f0003 Event            userenv:  User Profile setup event
0x81807c90   1516       0x68   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x8187e4b0   1516       0x6c   0x12019f File             \Device\NamedPipe\net\NtControlPipe9
0x815367b8   1516       0x70   0x1f0003 Event            
0x81536950   1516       0x74   0x1f0003 Event            
0x81536920   1516       0x78   0x1f0003 Event            
0x81536438   1516       0x7c   0x1f0003 Event            
0x81536020   1516       0x80   0x1f03ff Thread           TID 1520 PID 1516
0x815363d0   1516       0x84   0x1f0003 Event            
0xe1f5fe70   1516       0x88   0x1f0001 Port             
0x81559e98   1516       0x8c   0x1f0003 Event            
0xe17827f8   1516       0x90  0x20f003f Key              MACHINE\SOFTWARE\CLASSES
0x81559e68   1516       0x94   0x1f0003 Event            
0x81367c90   1516       0x98   0x1f03ff Thread           TID 1524 PID 1516
0x81559e38   1516       0x9c   0x1f0003 Event            RouterPreInitEvent
0x8138ab68   1516       0xa0   0x1f0003 IoCompletion     
0x81612b70   1516       0xa4   0x1f0003 IoCompletion     
0x8138ab68   1516       0xa8   0x1f0003 IoCompletion     
0x813692c8   1516       0xac   0x12019f File             \Device\NamedPipe\spoolss
0x81536340   1516       0xb0   0x12019f File             \Device\NamedPipe\spoolss
0x81536308   1516       0xb4   0x1f0003 Event            
0x81367a18   1516       0xb8   0x1f03ff Thread           TID 1528 PID 1516
0xe1f62f68   1516       0xbc   0x1f0001 Port             spoolss
0x813679c8   1516       0xc0   0x1f0003 Event            
0x81367730   1516       0xc4   0x1f03ff Thread           TID 1532 PID 1516
0x81367378   1516       0xc8  0x21f0003 Event            
0x813672e8   1516       0xcc  0x21f0003 Event            
0x819d15a0   1516       0xdc   0x1f0003 Event            
0x8167add0   1516       0xe0   0x1f0003 Event            
0x812d7e30   1516       0xe4   0x1f0003 Event            
0x818f76a0   1516       0xe8   0x1f03ff Thread           TID 3384 PID 1516
0x8161cc48   1516       0xec   0x1f0001 Mutant           
0x812a6ad0   1516       0xf0   0x1f0003 Event            
0x814d2a10   1516       0xf4   0x1f0003 Event            
0x81624ab8   1516       0xf8   0x1f0003 Event            crypt32LogoffEvent
0x81300e98   1516       0xfc   0x100003 Event            
0x818f76a0   1516      0x100   0x1f03ff Thread           TID 3384 PID 1516
0x812bc720   1516      0x104   0x12019f File             \Device\WMIDataDevice
0x81621e98   1516      0x108   0x1f0003 Event            
0x8161eb68   1516      0x10c      0xa84 WmiGuid          
0x813673e0   1516      0x110   0x1f0001 Mutant           
0x813123c8   1516      0x114   0x12019f File             \Device\WMIDataDevice
0x812a90a0   1516      0x118   0x1f0003 Event            
0x813685e0   1516      0x11c   0x1f0fff Process          spoolsv.exe(1516)
0x812af328   1516      0x120   0x1f0003 Event            
0x812a9140   1516      0x124   0x1f0003 Event            
0x8189d1c8   1516      0x128   0x1f0003 Event            
0x81945060   1516      0x134   0x1f0003 Event            
0xe1d50d68   1516      0x138    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\PRINT
0x8180a778   1516      0x13c   0x1f0003 Event            
0x815c8610   1516      0x140   0x1f0003 Event            
0xe18283d0   1516      0x144    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\PRINT\PRINTERS
0x81809ce8   1516      0x148   0x1f0003 Event            
0xe1cbe0e0   1516      0x14c   0x1f0001 Port             
0x814e7ee0   1516      0x150   0x1f0003 Event            
0x81336978   1516      0x154   0x1f0003 Event            
0x815b72d8   1516      0x158   0x1f0003 Event            
0x815c6938   1516      0x15c   0x1f0003 Event            
0x8165ba08   1516      0x160   0x1f0003 Event            
0x81946348   1516      0x164   0x1f0003 Event            
0x812d82e8   1516      0x168   0x1f0003 Event            
0x81304780   1516      0x16c   0x1f0003 Event            
0x814ccc80   1516      0x170   0x1f0003 Event            
0x812b49a0   1516      0x174   0x1f0003 Event            
0xe1d50c98   1516      0x178    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\PRINT\MONITORS\STANDARD TCP/IP PORT
0x812a1248   1516      0x17c   0x1f0003 Event            
0xe178f3d0   1516      0x180    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
0x8187e558   1516      0x184   0x1f0003 Event            
0xe1ebcda8   1516      0x188    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
0x812a1550   1516      0x18c   0x1f0001 Mutant           TpVcW32ListMutex
0x815c84e8   1516      0x190  0x21f0003 Event            
0xe1c7af38   1516      0x194    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\PRINT\MONITORS\THINPRINT PRINT PORT MONITOR FOR VMWARE
0x812a1370   1516      0x198   0x1f0003 Event            TpVcW32ListEvent
0xe159c610   1516      0x19c    0xf0007 Section          TpVcW32Queue-Tp-Handle
0xe1d0c8a0   1516      0x1a0    0xf0007 Section          TpVcW32Queue1
0x812a1370   1516      0x1a4   0x1f0003 Event            TpVcW32ListEvent
0x812a1550   1516      0x1a8   0x1f0001 Mutant           TpVcW32ListMutex
0xe159c610   1516      0x1ac    0xf0007 Section          TpVcW32Queue-Tp-Handle
0xe1d0c8a0   1516      0x1b0    0xf0007 Section          TpVcW32Queue1
0x81725af0   1516      0x1b4   0x1f0003 Event            
0x814a3a20   1516      0x1b8   0x1f03ff Thread           TID 2208 PID 1516
0x814a0ba8   1516      0x1bc   0x1f0003 Event            
0x81305fc0   1516      0x1c0   0x1f0003 Event            
0x81324338   1516      0x1c4   0x1f0003 Event            
0x812b1928   1516      0x1c8   0x1f0003 Event            
0x814eee00   1516      0x1cc   0x1f0003 Event            
0xe1f5be78   1516      0x1d0  0x20f003f Key              USER
0x812d7328   1516      0x1d4   0x1f0001 Mutant           ThinPrint-L
0x813547a8   1516      0x1d8   0x1f0003 Event            
0x813547d8   1516      0x1dc   0x1f0003 Event            
0xe17893e8   1516      0x1e0    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\HARDWARE PROFILES\0001
0x81371500   1516      0x1f0   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x813205d8   1516      0x1f4   0x1f0003 Event            
0x812eb028   1516      0x1f8   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x81320330   1516      0x1fc   0x1f0003 Event            
0x81883598   1516      0x200   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x81320978   1516      0x204   0x1f0003 Event            
0x81940998   1516      0x208   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x813209a8   1516      0x20c   0x1f0003 Event            
0x812bdb10   1516      0x210   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x8131dcf0   1516      0x214   0x1f0003 Event            
0x818059b8   1516      0x218   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x816fef08   1516      0x21c   0x1f0003 Event            
0x812ef478   1516      0x220   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x8193c5f0   1516      0x224   0x1f0003 Event            
0x813103f8   1516      0x228   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x815c86f8   1516      0x22c   0x1f0003 Event            
0x81310748   1516      0x230   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x8131f720   1516      0x234   0x1f0003 Event            
0x812ff360   1516      0x238   0x12019f File             \Device\NamedPipe\Spooler\LPT1
0x814d29b0   1516      0x23c   0x1f0003 Event            
0x812e4ba0   1516      0x240   0x1f0003 Event            
0x814d2a40   1516      0x2b4   0x1f0003 Event            
0x8167afc0   1516      0x2b8   0x1f0003 Event            
0x812f72c0   1516      0x2bc   0x12019f File             \Device\Parallel0
0x81805bb0   1516      0x2c0   0x100003 Event            
0x8193c620   1516      0x2d0   0x1f0003 Event            
0x815146a8   1516      0x2d4   0x1f03ff Thread           TID 3424 PID 1516
0xe15b9c08   1516      0x2d8    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\WINDOWS
0xe15d4ae8   1516      0x2dc   0x1f0001 Port             
0x81326548   1516      0x2f8   0x1f03ff Thread           TID 3404 PID 1516
0x813181a8   1516      0x2fc   0x1f03ff Thread           TID 2340 PID 1516
0x812d1be0   1516      0x300   0x1f0003 Event            
0x81367a18   1516      0x304   0x1f03ff Thread           TID 1528 PID 1516
0x81367730   1516      0x308   0x1f03ff Thread           TID 1532 PID 1516
0x815146a8   1516      0x30c   0x1f03ff Thread           TID 3424 PID 1516
0x812e25c8   1516      0x310  0x21f0003 Event            
0x8153a2a8   1516      0x318  0x21f0003 Event            
0x812b4c78   1516      0x31c  0x21f0003 Event            
0x819cf4d8   1516      0x328   0x1f0003 Event            
0x8131d2d0   1516      0x330   0x1f0003 Event            
0x81503678   1516      0x338  0x21f0003 Event            
0x814d2aa0   1516      0x344   0x1f0003 Event            
0xe15779c8   1516      0x348   0x1f0001 Port             OLECFC685B6FCF444BEA5F19A8F31F6
0x812a6668   1516      0x34c   0x1f03ff Thread           TID 3432 PID 1516
0xe1000080   1752        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe15b28e8   1752        0x8        0x3 Directory        KnownDlls
0xe1756c40   1752        0xc    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500_CLASSES
0x81876838   1752       0x10   0x100003 Semaphore        
0xe15969c8   1752       0x14    0xf000f Directory        Windows
0xe186e2f0   1752       0x18  0x21f0001 Port             
0x81723f18   1752       0x1c   0x100003 Semaphore        
0x8149cf60   1752       0x20   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0xe164d468   1752       0x24    0x2000f Directory        BaseNamedObjects
0xe181c480   1752       0x28  0x20f003f Key              MACHINE
0x8177eed0   1752       0x2c    0xf037f WindowStation    WinSta0
0x819227a0   1752       0x30  0x21f0003 Event            
0x81921408   1752       0x34    0xf01ff Desktop          Default
0x8177eed0   1752       0x38    0xf037f WindowStation    WinSta0
0x81797638   1752       0x3c   0x100001 File             \Device\KsecDD
0x81724c80   1752       0x40   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0xe181d5a8   1752       0x44  0x20f003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500
0x817971e8   1752       0x48   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x81624ab8   1752       0x4c   0x100000 Event            crypt32LogoffEvent
0x81797150   1752       0x50   0x12019f File             \Device\WMIDataDevice
0x81523118   1752       0x54   0x1f0003 Event            
0x81369418   1752       0x58      0xa84 WmiGuid          
0x818ef550   1752       0x5c   0x12019f File             \Device\WMIDataDevice
0x8191c5b8   1752       0x60   0x1f0003 Event            
0x818f5cd0   1752       0x64   0x1f0fff Process          explorer.exe(1752)
0x8191c588   1752       0x68   0x1f0003 Event            
0x8191c558   1752       0x6c   0x1f0003 Event            
0x81655130   1752       0x70   0x100003 Event            
0x81922468   1752       0x74      0xa84 WmiGuid          
0x818ef270   1752       0x78   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe15d6708   1752       0x7c    0x2001f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0x8160d640   1752       0x80   0x1f0001 Mutant           
0x817127b0   1752       0x84   0x1f0003 Event            
0x8193c708   1752       0x88   0x1f0001 Mutant           
0x8187ced8   1752       0x8c   0x1f0003 Event            
0x819010c8   1752       0x90   0x1f0003 Event            
0x81793a20   1752       0x94   0x1f0003 Event            
0x8165a320   1752       0x98   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x817aa908   1752       0x9c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe17f2428   1752       0xa0  0x20f003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500_CLASSES
0x81656e00   1752       0xa4   0x100003 Semaphore        
0x81884230   1752       0xa8   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x81902090   1752       0xac   0x1f0003 Event            
0x81497fe8   1752       0xb0   0x100003 Semaphore        
0xe18d4bb0   1752       0xb4    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x8186ccf8   1752       0xb8   0x1f0003 Event            
0x815bb020   1752       0xbc   0x1f0003 Event            
0x813a1430   1752       0xc0   0x100003 Semaphore        
0x81624c60   1752       0xc4   0x1f0003 Event            userenv:  User Profile setup event
0xe191b9b8   1752       0xc8    0xf003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER
0x8165a0e0   1752       0xcc   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x8180b3e0   1752       0xd0   0x1f0001 Mutant           ExplorerIsShellMutex
0x81668198   1752       0xd4   0x120001 Mutant           ShimCacheMutex
0xe1733f78   1752       0xd8        0x2 Section          ShimSharedMemory
0x813a12c0   1752       0xdc   0x1f0003 Semaphore        shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
0xe17b5378   1752       0xe0    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER
0xe18d2bb8   1752       0xe4    0xf003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER
0xe177d3d0   1752       0xe8    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0xe17b6570   1752       0xec    0xf003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500_CLASSES
0x818760a0   1752       0xf0   0x1f0003 Event            
0xe17a0378   1752       0xf4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81876070   1752       0xf8   0x1f0003 Event            
0xe18e7fb8   1752       0xfc       0x10 Key              USER
0x8147d3b0   1752      0x100   0x1f0003 Event            
0xe18ab978   1752      0x104    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x8147d380   1752      0x108   0x1f0003 Event            
0xe15e6fb8   1752      0x10c       0x10 Key              USER
0x8147d350   1752      0x110   0x1f0003 Event            
0xe15e3a98   1752      0x114    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x814ab020   1752      0x118   0x1f0003 Event            
